119045,0.962363295
112223,0.067408116
103924,0.930032309
105922,0.009515501
103297,0.786385482
115525,0.012305733
116409,0.215216742
109427,0.057703507
118590,0.010870958
107075,0.009186483
101173,0.003501398
127419,0.930305832
109575,0.962363295
115834,0.007831792
119963,0.012498273
107449,0.004993652
115767,0.940666557
114678,0.00807138
104384,0.007831792
113998,0.004168633
115060,0.890541148
106141,0.958244631
102113,0.015372909
103723,0.052456059
100400,0.940666557
106597,0.019521881
105299,0.032352
103740,0.010042637
127312,0.836275682
100564,0.016621029
107811,0.011191718
100646,0.010037691
109852,0.015084137
118666,0.006591222
112180,0.011511436
100787,0.011175903
107726,0.113511216
113851,0.97649962
115282,0.014618016
105654,0.026697483
100405,0.99341141
123181,0.819133214
106100,0.011702881
116407,0.051614222
110213,0.00874674
116010,0.066230451
138635,0.962363295
109241,0.008013728
111864,0.011126536
116431,0.039075136
110559,0.009243587
105027,0.011387847
101272,0.017194911
113568,0.005032005
112855,0.09164146
109599,0.013736717
102397,0.011031174
119115,0.009515501
134126,0.012113602
121900,0.844095411
102998,0.217966162
103805,0.940666557
100365,0.940666557
108576,0.010962582
114361,0.974691896
113694,0.759001785
102301,0.012470988
121406,0.87887058
145105,0.003665446
106890,0.825582744
117431,0.068236288
101534,0.013905071
110456,0.011094022
104576,0.69267035
117933,0.930991522
117781,0.27553883
119721,0.015608408
100230,0.013091514
117030,0.024301358
112360,0.003158911
124246,0.83126975
117804,0.940666557
109658,0.122687175
107490,0.719344903
110555,0.009642879
133022,0.00981026
109383,0.003356824
144357,0.013905071
104120,0.092781758
136286,0.01792939
112200,0.930032309
123320,0.956060917
114160,0.015372909
119725,0.681820301
106053,0.818509881
116666,0.016105324
106422,0.009588247
107889,0.011715105
117622,0.010037691
108058,0.064968723
